,Sectors Sector,Category Full,Category Label,Source Label,Año,Consumed,Source MMBtu,tCO2e
188,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2013,5463998032.24,17259599.77,0.0
189,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2014,5463998032.24,17259599.77,0.0
190,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2015,5318470946.78,16799910.87,0.0
191,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2016,4861229054.43,15355581.64,0.0
192,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2017,4671669504.48,14756803.62,0.0
193,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2018,5295511624.44,16727387.29,0.0
194,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2019,4789020634.25,15127490.71,0.0
195,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2020,3936440178.23,12434371.61,0.0
196,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2021,4156015472.29,13127962.95,0.0
197,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,2022,4317865701.3,13639213.16,0.0
198,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2005,442833.0,0.0,207588.58
199,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2006,426472.0,0.0,199918.97
200,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2007,464257.0,0.0,217631.59
201,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2008,471481.0,0.0,221018.01
202,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2009,469628.0,0.0,220149.37
203,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2010,877897.81,0.0,411535.63
204,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2011,913745.16,0.0,428339.93
205,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2012,830739.99,0.0,389429.27
206,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2013,940254.15,0.0,440766.66
207,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2014,1025278.94,0.0,480624.06
208,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2015,1008772.58,0.0,472886.31
209,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2016,1041898.42,0.0,488414.84
210,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2017,1053162.98,0.0,493695.37
211,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2018,1097743.35,0.0,514593.49
212,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2019,1115386.08,0.0,522863.94
213,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2020,1038543.86,0.0,486842.31
214,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2021,1035014.93,0.0,485188.04
215,Stationary Energy,Fugitive natural gas,Fugitive,Fugitive CH4,2022,1074730.93,0.0,503805.87
216,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2005,19157830.89,2670218.47,198206.92
217,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2006,16153893.29,2251529.65,167128.18
218,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2007,18582250.98,2589994.14,192251.97
219,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2008,17127817.89,2387275.26,177204.4
220,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2009,19136618.3,2667261.86,197987.45
221,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2010,18443358.0,2570635.24,190814.98
222,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2011,18050118.86,2515825.57,186746.53
223,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2012,16357088.63,2279851.01,169230.44
224,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2013,20944834.08,2919290.97,216695.25
225,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2014,16066480.01,2239345.98,166223.8
226,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2015,20949824.55,2919986.55,216746.88
227,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2016,16014349.87,2232080.09,165684.46
228,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2017,13817445.06,1925875.49,142955.29
229,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2018,17567366.71,2448539.57,181751.98
230,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2019,17800432.39,2481024.27,184163.27
231,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2020,12674152.39,1766523.36,131126.78
232,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2021,12339435.02,1719870.45,127663.79
233,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,2022,13841156.37,1929180.38,143200.6
234,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2005,2994049.18,441502.49,32923.07
235,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2006,2500372.63,368704.95,27494.52
236,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2007,2887883.29,425847.27,31755.66
237,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2008,2467787.03,363899.87,27136.21
238,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2009,2962524.44,436853.85,32576.42
239,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2010,2928944.33,431902.13,32207.17
240,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2011,2841251.81,418970.99,31242.89
241,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2012,2819417.26,415751.27,31002.79
242,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2013,3375560.16,497760.1,37118.23
243,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2014,2062524.95,304139.93,22679.87
244,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2015,3619539.56,533737.3,39801.07
245,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2016,2649408.43,390681.77,29133.35
246,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2017,2840232.52,418820.69,31231.68
247,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2018,2528154.42,372801.65,27800.02
248,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2019,2195208.97,323705.51,24138.89
249,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2020,1424821.37,210104.16,15667.58
250,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2021,1685715.53,248575.61,18536.41
251,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,2022,1559301.4,229934.58,17146.34
252,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2005,1836775.17,278271.44,20767.41
253,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2006,1551754.74,235090.84,17544.84
254,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2007,1924852.83,291615.2,21763.25
255,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2008,1681696.34,254777.0,19014.02
256,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2009,1919702.52,290834.93,21705.02
257,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2010,1820082.68,275742.53,20578.67
258,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2011,1708643.65,258859.51,19318.69
259,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2012,1333214.97,201982.07,15073.93
260,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2013,989461.72,149903.45,11187.3
261,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2014,258956.46,39231.9,2927.88
262,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2015,120273.63,18221.45,1359.87
263,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2016,16106.1,2440.07,182.1
264,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2017,8904.94,1349.1,100.68
265,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2018,40327.33,6109.59,455.96
266,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2019,0.0,0.0,0.0
267,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2020,0.0,0.0,0.0
268,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2021,0.0,0.0,0.0
269,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,2022,0.0,0.0,0.0
270,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2005,32152.17,4156.63,0.21
271,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2006,66599.14,8609.94,0.44
272,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2007,77982.16,10081.53,0.51
273,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2008,63515.73,8211.31,0.42
274,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2009,96009.6,12412.12,0.63
275,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2010,64077.02,8283.88,0.42
276,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2011,104499.06,13509.64,0.69
277,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2012,313617.69,40544.49,2.06
278,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2013,449127.25,58063.17,2.95
279,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2014,302111.86,39057.02,1.98
280,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2015,392986.97,50805.36,2.58
281,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2016,330154.43,42682.36,2.17
282,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2017,521429.38,67410.39,3.43
283,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2018,650291.2,84069.65,4.27
284,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2019,721564.07,93283.8,4.74
285,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2020,648394.08,83824.39,4.26
286,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2021,539031.12,69685.94,3.54
287,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,2022,559885.24,72381.96,3.68
288,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2005,16538490712.01,17816916.04,0.0
289,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2006,16402695040.52,17670623.37,0.0
290,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2007,17385399214.33,18729290.57,0.0
291,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2008,10781393511.8,11614795.23,0.0
292,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2009,9080206125.67,9782106.06,0.0
293,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2010,21058714673.4,22686553.32,0.0
294,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2011,21777624145.91,23461034.49,0.0
295,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2012,20024206441.51,21572077.6,0.0
296,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2013,110885790642.57,119457262.26,0.0
297,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2014,24943616289.81,26871757.83,0.0
298,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2015,24884990545.43,26808600.31,0.0
299,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2016,24888532516.4,26812416.08,0.0
300,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2017,26425554095.15,28468249.43,0.0
301,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2018,29136742367.68,31389012.55,0.0
302,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2019,28314142341.1,30502825.54,0.0
303,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2020,25680997378.54,27666138.48,0.0
304,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2021,25151035934.18,27095211.01,0.0
305,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,2022,26396611962.2,28437070.07,0.0
306,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2005,8779889925.83,76390310.29,4373804.89
307,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2006,8167536611.01,71062469.04,3431953.96
308,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2007,8426375735.24,73314524.72,3574927.82
309,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2008,8840352688.22,76916372.6,3366223.31
310,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2009,8714209431.34,75818850.58,2916630.21
311,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2010,8873552676.71,77205232.42,3031619.1
312,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2011,8955689219.85,77919869.63,2774598.8
313,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2012,8920220571.8,77611271.11,2896991.49
314,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2013,8912439822.85,77543573.92,2656647.69
315,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2014,8929716904.94,77693894.9,2915356.12
316,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2015,9025316596.5,78525669.58,2879091.34
317,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2016,9006092445.97,78358407.94,2889773.18
318,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2017,8941456437.93,77796035.88,2505968.35
319,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2018,9132679086.11,79459787.66,2822527.53
320,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2019,8939368045.18,77777865.61,2587768.26
321,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2020,7358075557.36,64019672.19,2130015.71
322,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2021,7493160956.96,65194996.22,2460289.79
323,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,2022,7693001278.33,66933726.92,2486108.76
324,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2005,16538490712.01,17816916.04,901270.67
325,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2006,16402695040.52,17670623.37,893870.44
326,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2007,17385399214.33,18729290.57,947423.24
327,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2008,10781393511.8,11614795.23,587535.71
328,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2009,9080206125.67,9782106.06,494828.92
329,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2010,21058714673.4,22686553.32,1147601.82
330,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2011,21777624145.91,23461034.49,1186779.03
331,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2012,20024206441.51,21572077.6,1091225.94
332,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2013,110885790642.57,119457262.26,6042758.86
333,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2014,24943616289.81,26871757.83,1359310.85
334,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2015,24884990545.43,26808600.31,1356116.02
335,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2016,24888532516.4,26812416.08,1356309.04
336,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2017,26425554095.15,28468249.43,1440069.56
337,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2018,29136742367.68,31389012.55,1587816.68
338,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2019,28314142341.1,30502825.54,1542988.81
339,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2020,25680997378.54,27666138.48,1399494.68
340,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2021,25151035934.18,27095211.01,1370614.25
341,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,2022,26396611962.2,28437070.07,1438492.34
342,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2005,2237335897.71,7067265.02,371777.4
343,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2006,2230366020.87,7045248.67,297020.41
344,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2007,2248579499.11,7102781.15,310668.22
345,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2008,1845052652.7,5828126.25,244256.85
346,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2009,1759386069.09,5557523.85,251304.84
347,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2010,1819690775.43,5748013.51,223312.11
348,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2011,1729478602.48,5463052.57,212425.2
349,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2012,1485399017.5,4692057.43,152803.67
350,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2013,1639199411.8,5177879.94,172136.25
351,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2014,1639199411.8,5177879.94,181549.98
352,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2015,1595541286.11,5039973.27,170956.79
353,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2016,1458368718.22,4606674.5,144454.7
354,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2017,1401500853.17,4427041.09,129246.8
355,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2018,1588653489.4,5018216.19,167747.71
356,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2019,1436706192.14,4538247.22,146376.84
357,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2020,1180932055.0,3730311.49,120317.65
358,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2021,1246804643.31,3938388.89,104869.47
359,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,2022,1295359712.07,4091763.95,122829.47
360,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2005,8779889925.83,76390310.29,0.0
361,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2006,8167536611.01,71062469.04,0.0
362,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2007,8426375735.24,73314524.72,0.0
363,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2008,8840352688.22,76916372.6,0.0
364,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2009,8714209431.34,75818850.58,0.0
365,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2010,8873552676.71,77205232.42,0.0
366,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2011,8955689219.85,77919869.63,0.0
367,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2012,8920220571.8,77611271.11,0.0
368,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2013,8912439822.85,77543573.92,0.0
369,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2014,8929716904.94,77693894.9,0.0
370,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2015,9025316596.5,78525669.58,0.0
371,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2016,9006092445.97,78358407.94,0.0
372,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2017,8941456437.93,77796035.88,0.0
373,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2018,9132679086.11,79459787.66,0.0
374,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2019,8939368045.18,77777865.61,0.0
375,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2020,7358075557.36,64019672.19,0.0
376,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2021,7493160956.96,65194996.22,0.0
377,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,2022,7693001278.33,66933726.92,0.0
378,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2005,16538490712.01,17816916.04,0.0
379,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2006,16402695040.52,17670623.37,0.0
380,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2007,17385399214.33,18729290.57,0.0
381,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2008,10781393511.8,11614795.23,0.0
382,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2009,9080206125.67,9782106.06,0.0
383,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2010,21058714673.4,22686553.32,0.0
384,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2011,21777624145.91,23461034.49,0.0
385,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2012,20024206441.51,21572077.6,0.0
386,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2013,110885790642.57,119457262.26,0.0
387,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2014,24943616289.81,26871757.83,0.0
388,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2015,24884990545.43,26808600.31,0.0
389,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2016,24888532516.4,26812416.08,0.0
390,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2017,26425554095.15,28468249.43,0.0
391,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2018,29136742367.68,31389012.55,0.0
392,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2019,28314142341.1,30502825.54,0.0
393,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2020,25680997378.54,27666138.48,0.0
394,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2021,25151035934.18,27095211.01,0.0
395,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,2022,26396611962.2,28437070.07,0.0
396,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2005,2237335897.71,7067265.02,0.0
397,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2006,2230366020.87,7045248.67,0.0
398,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2007,2248579499.11,7102781.15,0.0
399,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2008,1845052652.7,5828126.25,0.0
400,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2009,1759386069.09,5557523.85,0.0
401,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2010,1819690775.43,5748013.51,0.0
402,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2011,1729478602.48,5463052.57,0.0
403,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2012,1485399017.5,4692057.43,0.0
404,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2013,1639199411.8,5177879.94,0.0
405,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,2014,1639199411.8,5177879.94,0.0
