Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,VILLAGE HALL WELCOME CENTER,12-40 Water St,,Brockport,NY,14420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.215696,-77.937193,2024-04-21,162322,2024-04-21 01:03:13 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CAYUGA STATION ALL PRO GARAGE,235 S Cayuga St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.437359,-76.498744,2024-04-21,162323,2024-04-21 01:03:13 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BETHEL BETHEL,3586 State Rte 55,,Kauneonga Lake,NY,12749,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.685982,-74.830789,2024-04-21,162325,2024-04-21 01:03:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HOTEL INN AT THE FALL,50 Red Oaks Mill Rd,,Poughkeepsie,NY,12603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.654736,-73.870968,2024-04-21,162326,2024-04-21 01:03:04 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ULYSSES TOWN ULYSSES,10 Elm St,,Trumansburg,NY,14886,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.541251,-76.661435,2024-04-21,162327,2024-04-21 01:02:57 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EVCHARGE BEACH LOT,Taughannock State Park Access Rd,,Trumansburg,NY,14886,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.544649,-76.596445,2024-04-21,162328,2024-04-21 01:02:57 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STATION 1 SCRIBNERS,13 Scribner Hollow Rd,,Hunter,NY,12442,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.203996,-74.196529,2024-04-21,162331,2024-04-21 01:02:57 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PARKING GARAGE1 PARKING GARAGE,1 Lincoln St,,Auburn,NY,13021,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.930293,-76.567186,2024-04-21,162333,2024-04-21 01:02:28 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BEDFORD_EV JAY ST LOT,2-42 Jay St Jay Street Lot,,Katonah,NY,10536,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.259179,-73.682656,2024-04-21,162334,2024-04-21 01:02:19 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BEDFORDEV METRO NORTH RR1,11 Railroad Ave,,Bedford Hills,NY,10507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.237361,-73.700105,2024-04-21,162335,2024-04-21 01:02:19 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BEDFORDEV TOWN HALL,321 Bedford Rd.,,Bedford Hills,NY,10507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.23982,-73.699073,2024-04-21,162336,2024-04-21 01:02:19 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ICE RINK ICE RINK,6 Small World Ave,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.090708,-73.951019,2024-04-21,162337,2024-04-21 01:02:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BEDFORDEV MEMORIAL PARK 2,60 Haines Rd.,,Bedford Hills,NY,10507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.234114,-73.706621,2024-04-21,162338,2024-04-21 01:02:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BEDFORD_EV KATONAH LOT 1,70 Katonah Ave.  Lot 1,,Katonah,NY,10536,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.259809,-73.683831,2024-04-21,162339,2024-04-21 01:02:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BEDFORDEV MEMORIAL PARK 1,65 Greenwich Rd,,Bedford,NY,10506,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.197058,-73.644729,2024-04-21,162340,2024-04-21 01:02:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SCHENECTADY CENTRAL PARK,PTL Arthur Chaires Ln,,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.799875,-73.908554,2024-04-21,162341,2024-04-21 01:02:16 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SCHENECTADY ERIE BLVD,154 Erie Blvd,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.813077,-73.945836,2024-04-21,162344,2024-04-21 01:02:15 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MUNICIPAL EVSE PARK STREET 1,50-54 Park St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.30791,-73.644584,2024-04-21,162345,2024-04-21 01:02:09 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STATE ROUTE 42 THOMPSON TOWN H,4052 NY-42 Town Hall,,Monticello,NY,12701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.668821,-74.672147,2024-04-21,162346,2024-04-21 01:02:04 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,24 STATE STREET PITTSFORD,14 State St,,Pittsford,NY,14534,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.09121,-77.514398,2024-04-21,162347,2024-04-21 01:01:55 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STONY BROOK UNV AERTC 1,1000 Innovation Road,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.904154,-73.134871,2024-04-21,162348,2024-04-21 01:01:54 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CITYOFGLEN COVE PULASKI ST GARG,9 Glen Street,,Glen Cove,NY,11542,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.864321,-73.631261,2024-04-21,162350,2024-04-21 01:01:54 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ULSTER COUNTY CARR BUILDING,5 Pearl St,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932591,-74.016136,2024-04-21,162352,2024-04-21 01:01:46 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TIOGA HOTEL CASINO 1,NY-17,,Nichols,NY,13812,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.024208,-76.41078,2024-04-21,162353,2024-04-21 01:01:34 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,VILLAGE HALL STATION,49 State St,,Brockport,NY,14420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.214395,-77.936224,2024-04-21,162355,2024-04-21 01:01:27 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SHELTER ISLAND STATION 1,2-6 E Thomas St,,Shelter Island,NY,11964,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.069794,-72.338548,2024-04-21,162356,2024-04-21 01:01:27 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EVCS1 CANANDAIGUA,105 S Main St,,Canandaigua,NY,14424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.886636,-77.279259,2024-04-21,162360,2024-04-21 01:01:04 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FAYETTEVILLE FAYETTEVILLE,205 Brooklea Dr,,Fayetteville,NY,13066,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.031004,-76.01247,2024-04-21,162361,2024-04-21 01:01:02 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MUNI PARKIN LOT VILLAGE GENESEO,5 Chestnut St,,Geneseo,NY,14454,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.795196,-77.816084,2024-04-21,162362,2024-04-21 01:01:01 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NATIONAL GRID CLARKSON U,8 Clarkson Ave,,Potsdam,NY,13676,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.66277,-74.998241,2024-04-21,162363,2024-04-21 01:00:52 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NATIONAL GRID VENTLATHAM,207 Troy Schenectady Rd,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.74012,-73.731328,2024-04-21,162364,2024-04-21 01:00:52 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STATION 1 TOWN OF LG,20 Old Post Rd,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.431325,-73.717171,2024-04-21,162366,2024-04-21 01:00:49 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MUNICIPAL LOT VOH LOT,20 Payne St,,Hamilton,NY,13346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.827,-75.542481,2024-04-21,162367,2024-04-21 01:00:49 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,VILLAGE STATION VILLAGE OF LG,15-21 James St,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.424217,-73.715238,2024-04-21,162369,2024-04-21 01:00:47 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SKIDMORE CASE,Case Center Dr,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.096185,-73.786437,2024-04-21,162371,2024-04-21 00:59:07 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,COMMCTR NEW PALTZ TOWN,Veterans Dr,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.756382,-74.081041,2024-04-21,162372,2024-04-21 00:59:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NATIONAL GRID DIEFENDORF HALL,Diefendorf Loop,,Buffalo,NY,14215,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.952295,-78.817859,2024-04-21,162373,2024-04-21 00:59:02 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GOSHEN EVCS #1A STATION 1,128 W Main St,,Goshen,NY,10924,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.40195,-74.32651,2024-04-21,162374,2024-04-21 00:57:51 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ROSENDALE WILLOW KILN,382 Main St,,Rosendale,NY,12472,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.844954,-74.081459,2024-04-21,162376,2024-04-21 00:57:16 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MAIN 2ND FLOOR 1 GW,1133 414 Parking Garage,,Tyre,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.970844,-76.843761,2024-04-21,162377,2024-04-21 00:57:08 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MAIN DEL LAGO 1ST FL,1133 Route 414 Massimo level parking garage,,Tyre,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.971285,-76.843597,2024-04-21,162381,2024-04-21 00:54:56 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PARKING GARAGE STATION 2,15 Bank St,,White Plains,NY,10606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.031107,-73.774648,2024-04-21,162386,2024-04-21 00:49:33 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NATIONAL GRID BONNER HALL.,Putnam Way,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.001813,-78.788469,2024-04-21,162387,2024-04-21 00:49:26 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CT ROCHESTER CTR GARAGE,655 Elmwood Ave,,Rochester,NY,14620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.124269,-77.621274,2024-04-21,162393,2024-04-21 00:48:11 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NATIONAL GRID TONOWANDA,200 Niagara St,,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.019109,-78.886973,2024-04-21,162394,2024-04-21 00:48:08 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RIT EV CHARGING D LOT SOUTH STA,Clark Drive,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.086058,-77.673355,2024-04-21,162398,2024-04-21 00:46:41 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STONY BROOK UNV ESS,Campus Dr,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.914369,-73.125742,2024-04-21,162403,2024-04-21 00:43:49 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SCHENECTADY LIBERTY-YATES,17 Broadway,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.815406,-73.940711,2024-04-21,162421,2024-04-21 00:40:07 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RIVERHEAD BAY VW_408150_A,1521 Old Country Rd,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.925695,-72.692471,2024-04-21,162424,2024-04-21 00:40:07 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GAULT BMW STATION 01,2311 North St,,Endicott,NY,13760,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.107059,-76.035088,2024-04-21,162435,2024-04-21 00:38:45 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BURDICK BMW STATION 01,5947 E Circle Dr,,Cicero,NY,13039,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.152611,-76.11301,2024-04-21,162439,2024-04-21 00:38:35 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,COLGATE 113 BROAD LOT,113 Broad St,,Hamilton,NY,13346,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.815548,-75.540842,2024-04-21,162445,2024-04-21 00:37:42 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BMW FREEPORT STATION 02,291 W Sunrise Hwy,,Freeport,NY,11520,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.655617,-73.596005,2024-04-21,162448,2024-04-21 00:37:19 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BMW FREEPORT STATION 01,100 Cleveland Ave,,Freeport,NY,11520,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.654208,-73.569134,2024-04-21,162449,2024-04-21 00:37:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BMW S. ALBANY STATION 01,521-641 US-9W,,Glenmont,NY,12077,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.588972,-73.797298,2024-04-21,162451,2024-04-21 00:37:14 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STONY BROOK UNV LAKE DRIVE,Lake Dr,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.911831,-73.121521,2024-04-21,162456,2024-04-21 00:36:59 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STONY BROOK UNV LIFE SCIENCES,Circle Rd,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.910667,-73.119738,2024-04-21,162457,2024-04-21 00:36:59 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STONY BROOK UNV TABLER,Tabler Dr,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.909578,-73.125004,2024-04-21,162458,2024-04-21 00:36:58 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STONY BROOK UNV STADIUM,Stadium Road Lot,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.918106,-73.123368,2024-04-21,162460,2024-04-21 00:36:56 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HABBERSTAD BMW BAY SHORE 01,596 Sunrise Hwy,,Bay Shore,NY,11706,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.726925,-73.283143,2024-04-21,162462,2024-04-21 00:36:42 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MP 102 LLC MP 102 LLC,1214 Fifth Avenue,,New York,NY,10029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.791267,-73.952039,2024-04-21,162472,2024-04-21 00:36:08 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TIME WARNER TIME WARNER,1021 Highbridge Rd,,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.769329,-73.928738,2024-04-21,162473,2024-04-21 00:35:58 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BARD ALMNCT NS1-ALMNCT,New York 9G,,Red Hook,NY,12504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.023436,-73.902037,2024-04-21,162492,2024-04-21 00:35:46 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CHARLIE JOHNS CHARLIE JOHNS,111 Elm Lake Road,,Speculator,NY,12164,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.502346,-74.364188,2024-04-21,163426,2024-04-21 01:30:13 UTC,,,,2020-06-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Apple West Parking,303 West 96th Street,This is located in the entrance of the ||garage||,New York,NY,10025,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.795783,-73.973678,2024-04-21,163485,2024-04-21 00:07:30 UTC,,,,2020-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,PICOTTE 11 CORPORATE 5,11 Corporate Woods Blvd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.68343,-73.76667,2024-04-21,163514,2024-04-21 01:36:03 UTC,,,,2020-06-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ADK FOLK SCHOOL STATION 1,51 Main St,,Lake Luzerne,NY,12846,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.320377,-73.84187,2024-04-21,163515,2024-04-21 01:34:30 UTC,,,,2020-06-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
